nombre,precio,enlace
Nokia Lumia 530 dual sim,"28,00 €",https://es.wallapop.com/item/nokia-lumia-530-dual-sim-871293120
Nokia lumia 520 sin usar,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-sin-usar-868849494
Nokia Lumia,"10,00 €",https://es.wallapop.com/item/nokia-lumia-854666532
Nokia Lumia 800,"20,00 €",https://es.wallapop.com/item/nokia-lumia-800-891432408
Nokia Lumia 820 Windows phone,"20,00 €",https://es.wallapop.com/item/nokia-lumia-820-windows-phone-864216386
Pack móviles,"25,00 €",https://es.wallapop.com/item/pack-moviles-984530950
Nokia Lumia 830+Dafang+50 Pokémon,"31,50 €",https://es.wallapop.com/item/nokia-lumia-830-802131327
Nokia Lumia 520,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-848031575
Lumia 640 Negro mate,"32,50 €",https://es.wallapop.com/item/lumia-640-negro-mate-reacondicionado-898089999
Nokia Lumia 950 XL,"125,00 €",https://es.wallapop.com/item/nokia-lumia-950-xl-807458218
Nokia Lumia 925,"30,00 €",https://es.wallapop.com/item/nokia-lumia-925-723692226
Movil nokia lumia,"8,00 €",https://es.wallapop.com/item/mobil-nokia-lumia-716118391
NOKIA LUMIA 530 DUAL SIM,"20,00 €",https://es.wallapop.com/item/nokia-lumia-530-885592056
Nokia Lumia 635 nuevo,"24,00 €",https://es.wallapop.com/item/nokia-lumia-635-nuevo-762876278
Nokia Lumia 530,"30,00 €",https://es.wallapop.com/item/nokia-lumia-530-727932976
Nokia Windows Phone,"20,00 €",https://es.wallapop.com/item/nokia-windows-phone-903156253
Nokia Lumia 535,"20,00 €",https://es.wallapop.com/item/nokia-lumia-535-845049999
Nokia Lumia 925 con cámara Carl Zeiss PureView,"49,00 €",https://es.wallapop.com/item/nokia-lumia-925-con-camara-carl-zeiss-pureview-890638496
NOKIA LUMIA 610,"30,00 €",https://es.wallapop.com/item/nokia-lumia-610-853844113
nokia Lumia 1320 nuevo,"60,00 €",https://es.wallapop.com/item/nokia-lumia-1320-851798288
Nokia Lumia 520,"60,00 €",https://es.wallapop.com/item/nokia-lumia-520-743073689
NOKIA LUMIA 520 Windos como nuevo,"18,00 €",https://es.wallapop.com/item/nokia-lumia-520-windos-como-nuevo-908769689
Cargador de batería Nokia Microsoft Lumia,"2,00 €",https://es.wallapop.com/item/caricabatteria-nokia-microsoft-lumia-857890309
Pantalla Completa con Marco para Nokia Lumia 530,"5,00 €",https://es.wallapop.com/item/pantalla-completa-con-marco-para-nokia-lumia-530-842046895
NOKIA LUMIA 520 WINDOWS PHONE,"12,00 €",https://es.wallapop.com/item/nokia-lumia-520-windows-phone-835682247
6 Unidades Microsoft Nokia Lumia 550,"29,00 €",https://es.wallapop.com/item/6-unidades-microsoft-nokia-lumia-550-871336216
Nokia 520,"12,00 €",https://es.wallapop.com/item/nokia-520-934193091
Movil,"30,00 €",https://es.wallapop.com/item/movil-962970620
Nokia Lumia 635,"5,00 €",https://es.wallapop.com/item/nokia-lumia-635-838276196
Funda Verde Original Nokia Lumia 625,"5,00 €",https://es.wallapop.com/item/funda-verde-original-nokia-lumia-625-738723019
Funda Naranja Original para Nokia Lumia 625,"5,00 €",https://es.wallapop.com/item/funda-naranja-original-para-nokia-lumia-625-738719125
nokia lumia 550,"22,00 €",https://es.wallapop.com/item/nokia-lumia-550-768775656
nokia,"50,00 €",https://es.wallapop.com/item/nokia-883746981
NOKIA LUMIA 625 VODAFONE,"20,00 €",https://es.wallapop.com/item/nokia-lumia-625-vodafone-876913979
NOKIA Lumia 510,"17,00 €",https://es.wallapop.com/item/nokia-lumia-510-844057280
Nokia Lumia 930,"50,00 €",https://es.wallapop.com/item/nokia-lumia-935-859548040
Pantalla LCD Nokia Lumia 535,"6,00 €",https://es.wallapop.com/item/pantalla-lcd-nokia-lumia-535-842051476
Nokia Lumia 625 Libre Windows Phone,"25,00 €",https://es.wallapop.com/item/nokia-lumia-625-libre-windows-phone-735731604
Vidrio de pantalla táctil Nokia Lumia N920,"5,00 €",https://es.wallapop.com/item/vidro-touch-screen-nokia-lumia-n920-856773954
Cargador NOKIA Micro Usb FC0100 5V- 2A,"3,95 €",https://es.wallapop.com/item/cargador-nokia-micro-usb-fc0100-5v-2a-966901871
Nokia lumia 640,"35,00 €",https://es.wallapop.com/item/nokia-lumia-640-842111845
Caja y carcasa Nokia lumia 530,"10,00 €",https://es.wallapop.com/item/caja-y-carcasa-nokia-lumia-530-727182525
Móvil teléfono,"39,00 €",https://es.wallapop.com/item/movil-telefono-964311576
Nokia LUMIA 610,"20,00 €",https://es.wallapop.com/item/nokia-lumia-610-810691199
Nokia Lumia 535 Windows Microsoft,"13,00 €",https://es.wallapop.com/item/nokia-lumia-535-windows-microsoft-881181830
Funda móvil compatible iphone (sin estrenar),"1,90 €",https://es.wallapop.com/item/funda-movil-compatible-iphone-sin-estrenar-990926866
Nokia Lumia,"20,00 €",https://es.wallapop.com/item/nokia-lumia-590127538
Nokia Windows Lumia 530,"20,00 €",https://es.wallapop.com/item/nokia-windows-lumia-530-893514981
Nokia Microsoft Lummia 920 Windows Phone,"40,00 €",https://es.wallapop.com/item/nokia-microsoft-lummia-920-windows-phone-897654362
Nokia Lumia 650 con Windows,"45,00 €",https://es.wallapop.com/item/nokia-lumia-con-windows-861654295
Bateria Nokia Lumia 900 BP-6EW,"13,00 €",https://es.wallapop.com/item/bateria-nokia-lumia-900-bp-6ew-861602159
teléfonos inteligentes nokia lumia 610,"25,00 €",https://es.wallapop.com/item/cellulari-nokia-lg-732398038
Nokia Lumia 530,"18,00 €",https://es.wallapop.com/item/nokia-lumia-530-603274832
Nokia lumia,"50,00 €",https://es.wallapop.com/item/nokia-lumia-684473330
Lumia 640 LTE,"40,00 €",https://es.wallapop.com/item/lumia-640-lte-865004353
Teléfono Móvil Nokia,"10,00 €",https://es.wallapop.com/item/telefono-movil-nokia-878394632
Funda doble para Nokia Lumia 630,"50,00 €",https://es.wallapop.com/item/nokia-lumia-630-dual-caixa-862120498
teléfono NOKIA LUMIA 520 con Windows Phone 8.1,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-con-windows-phone-8-1-874857574
Nokia Lumia 530,"8,00 €",https://es.wallapop.com/item/nokia-lumia-530-605000643
teléfono móvil,"8,00 €",https://es.wallapop.com/item/cellulare-953131322
Móvil Nokia Lumia Cyan 925,"35,00 €",https://es.wallapop.com/item/movil-nokia-lumia-cyan-925-738230932
Nokia lumia 710 nuevo liberado,"45,00 €",https://es.wallapop.com/item/nokia-lumia-710-nuevo-liberado-637889282
SMARTPHONE WINDOWS PHONE NOKIA LUMIA 920 LIBRE,"20,00 €",https://es.wallapop.com/item/smartphone-windows-phone-nokia-lumia-920-libre-822377743
Teléfono,"45,00 €",https://es.wallapop.com/item/telefono-959027460
TELÉFONO NOKIA LUMIA AZUL,"35,00 €",https://es.wallapop.com/item/nokia-lumia-664925826
Funda Nokia CC-1031 silicona para lumia 800,"3,00 €",https://es.wallapop.com/item/funda-nokia-cc-1031-silicona-para-lumia-800-885170176
2 Móviles Nokia Lumia 635,"40,00 €",https://es.wallapop.com/item/moviles-nokia-lumia-635-768491280
Nokia Lumia nuevo negociable,"60,00 €",https://es.wallapop.com/item/nokia-lumia-nuevo-777718848
Movil Nokia Lumia 520,"12,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-590656784
NOKIA LUMIA 520 RM914 módulo pantalla completa ori,"10,00 €",https://es.wallapop.com/item/nokia-lumia-520-rm914-modulo-pantalla-completa-ori-706718770
Nokia Lumia 925 Windows Phone Movistar,"9,00 €",https://es.wallapop.com/item/nokia-lumia-925-windows-phone-movistar-835575672
camara grip Nokia lumia 1020,"80,00 €",https://es.wallapop.com/item/cameragrip-nokia-lumia-1020-700954137
Nokia Lumia 1320,"80,00 €",https://es.wallapop.com/item/nokia-lumia-1320-678034930
Nokia Lumia 820,"15,00 €",https://es.wallapop.com/item/nokia-lumia-820-682462293
Telefono Nokia Lumia 640 XL,"50,00 €",https://es.wallapop.com/item/telefono-nokia-lumia-640-xl-624955559
Móvil Nokia Lumia 530,"30,00 €",https://es.wallapop.com/item/movil-nokia-lumia-530-654732884
Nokia Lumia 925,"25,00 €",https://es.wallapop.com/item/nokia-lumia-925-553392696
Movil nokia lumia 520 sin estrenar,"50,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-sin-estrenar-742004730
Pantalla táctil Nokia Lumia 535 negra (TC2C1607FPC-A1),"4,00 €",https://es.wallapop.com/item/touchscreen-nokia-lumia-535-preto-tc2c1607fpc-a1-894460855
Teléfono móvil Nokia Lumia 800,"15,00 €",https://es.wallapop.com/item/telefono-movil-nokia-lumia-800-617077764
Nokia Lumia 635 RM-974,"20,00 €",https://es.wallapop.com/item/nokia-lumia-635-rm-974-776897614
nokia lumia 520 para piezas,"3,00 €",https://es.wallapop.com/item/nokia-lumia-520-para-piezas-761726278
LOTE DE 12 MÓVILES +CARGADORES+ LOTE BATERIAS.,"50,00 €",https://es.wallapop.com/item/lote-de-moviles---lote-baterias-948245924
NOKIA LUMIA 520,"12,00 €",https://es.wallapop.com/item/nokia-lumia-520-739970472
Nokia 610 nfc,"5,00 €",https://es.wallapop.com/item/nokia-610-nfc-892690160
nokia lumia 625,"5,00 €",https://es.wallapop.com/item/nokia-lumia-625-604134896
Batería NOKIA LUMIA B920,"5,00 €",https://es.wallapop.com/item/bateria-nokia-lumia-b920-736368224
Vendo 3 teléfonos inteligentes para piezas de repuesto,"30,00 €",https://es.wallapop.com/item/vendo-3-smartphone-per-ricambi-949272939
Nokia Lumia 635,"30,00 €",https://es.wallapop.com/item/nokia-lumia-635-777232053
Telefono Smartphone NOKIA LUMIA 710 Caja - LIBRE -,"18,00 €",https://es.wallapop.com/item/telefono-movil-nokia-lumoia-710-caja-movistar-831990070
Teléfono Móvil Nokia,"10,00 €",https://es.wallapop.com/item/telefono-movil-nokia-878389052
Funda Microsoft Lumia 640 XL,"12,00 €",https://es.wallapop.com/item/funda-nokia-640-xl-932359999
Movil Nokia,"60,00 €",https://es.wallapop.com/item/movil-816450025
carcasa Nokia Lumia 625,"4,00 €",https://es.wallapop.com/item/carcasa-nokia-lumia-625-515336030
Nokia Lumia 520,"10,00 €",https://es.wallapop.com/item/nokia-lumia-520-487426919
Nokia Lumia 735,"45,00 €",https://es.wallapop.com/item/nokia-lumia-735-559822818
NOKIA LUMIA,"35,00 €",https://es.wallapop.com/item/nokia-lumia-431048351
Telefono movil Nokia Lumia,"25,00 €",https://es.wallapop.com/item/telefono-movil-nokia-lumia-565156937
Teléfono móvil Nokia Lumia 520,"30,00 €",https://es.wallapop.com/item/telefono-movil-nokia-lumia-520-621876145
NOKIA LUMIA 520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-551810402
movil nokia lumia 635.,"20,00 €",https://es.wallapop.com/item/movil-nokia-lumia-635-581498484
Protector pantalla Nokia Lumia 610,"3,00 €",https://es.wallapop.com/item/proyectos-pantalla-nokia-lumia-610-506395720
Nokia 520 Lumia,"10,00 €",https://es.wallapop.com/item/nokia-520-lumia-764185565
Nokia lumia,"20,00 €",https://es.wallapop.com/item/nokia-lumia-para-piezas-651788002
Teléfonos inteligentes,"30,00 €",https://es.wallapop.com/item/smartphone-934503978
Nokia lumia 1520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-1520-600659490
Nokia lumia 830,"40,00 €",https://es.wallapop.com/item/nokia-lumia-830-665425385
PANTALLA NOKIA LUMIA 640 NUEVA,"10,00 €",https://es.wallapop.com/item/pantalla-nokia-lumia-640-nueva-671622131
NOKIA LUMIA 435 BLANCO,"30,00 €",https://es.wallapop.com/item/nokia-lumia-435-blanco-567763505
bateria nokia bv-t5c,"15,00 €",https://es.wallapop.com/item/bateria-nokia-bv-t5c-874091478
Caja Nokia Lumia 925,"5,00 €",https://es.wallapop.com/item/caja-nokia-lumia-925-651614309
Nokia Lumia 520,"15,00 €",https://es.wallapop.com/item/nokia-lumia-520-732256646
Nokia Lumia 530,"20,00 €",https://es.wallapop.com/item/nokia-lumia-530-624451905
Nokia lumia 925,"45,00 €",https://es.wallapop.com/item/nokia-lumia-925-589587281
Nokia Lumia 520,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-503061452
Smartphone Nokia 520,"5,00 €",https://es.wallapop.com/item/smartphone-nokia-520-726928827
Microsoft Lumia RM 1089,"10,00 €",https://es.wallapop.com/item/microsoft-lumia-rm-1089-872556503
NOKIA 610 LIBRE (SIN TAPA TRASERA),"7,00 €",https://es.wallapop.com/item/nokia-610-libre-sin-tapa-trasera-862967379
Nokia Lumia 520,"10,00 €",https://es.wallapop.com/item/nokia-590283371
Nokia Lumia 520 rojo,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-rojo-530287004
Nokia Lumia 520,"10,00 €",https://es.wallapop.com/item/nokia-lumia-520-454218810
Tapa Nokia Lumia 635,"2,00 €",https://es.wallapop.com/item/tapa-nokia-lumia-635-543749488
Nokia Lumia 830 LIBRE,"40,00 €",https://es.wallapop.com/item/nokia-lumia-830-libre-531407827
Nokia Lumia 520,"15,00 €",https://es.wallapop.com/item/nokia-lumia-520-734673188
Nokia Lumia 520,"35,00 €",https://es.wallapop.com/item/nokia-lumia-520-502161828
Nokia lumia 520,"28,00 €",https://es.wallapop.com/item/nokia-lumia-520-455535774
Caja nokia,"3,00 €",https://es.wallapop.com/item/caja-nokia-767432652
Nokia Lumia 520,"8,00 €",https://es.wallapop.com/item/nokia-lumia-520-563200388
Nokia Lumia 520,"40,00 €",https://es.wallapop.com/item/nokia-lumia-520-614536633
Accesorios originales Nokia lumia 500,"50,00 €",https://es.wallapop.com/item/accesorios-originales-nokia-lumia-500-512745724
nokia lumia n800,"40,00 €",https://es.wallapop.com/item/nokia-n800-421518628
Teléfono móvil NOKIA 620 lumia,"5,00 €",https://es.wallapop.com/item/telefono-movil-nokia-620-lumia-786618497
nokia lumia 610,"30,00 €",https://es.wallapop.com/item/nokia-lumia-610-488382964
Nokia Lumia 625,"20,00 €",https://es.wallapop.com/item/nokia-lumia-625-413816544
Nokia Lumia 520,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-413832856
Cargador Nokia Lumia,"3,00 €",https://es.wallapop.com/item/cargador-nokia-lumia-367986066
Nokia Lumia 900,"45,00 €",https://es.wallapop.com/item/nokia-lumia-900-612742349
movíl Nokia Lumia 650,"35,00 €",https://es.wallapop.com/item/movil-nokia-lumia-650-597814470
Nokia lumia 720,"30,00 €",https://es.wallapop.com/item/nokia-lumia-720-582319911
Nokia lumia 710,"25,00 €",https://es.wallapop.com/item/nokia-lumia-710-582318111
Nokia Lumia 520,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-631807559
Nokia Lumia 920,"15,00 €",https://es.wallapop.com/item/nokia-lumia-920-587752251
Movil Nokia Lumia 520,"13,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-602955986
Nokia Lumia 625,"20,00 €",https://es.wallapop.com/item/nokia-lumia-625-662727480
Nokia Lumia 520,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-636607217
Nokia lumia 520,"3,00 €",https://es.wallapop.com/item/nokia-lumia-520-585248082
Nokia Lumia 535,"15,00 €",https://es.wallapop.com/item/nokia-lumia-535-582993708
Nokia Lumia 650,"30,00 €",https://es.wallapop.com/item/nokia-lumia-650-601036964
Nokia Lumia 635 Windows phone a estrenar,"20,00 €",https://es.wallapop.com/item/nokia-lumia-635-windows-phone-a-estrenar-415364478
nokia lumia 520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-574849665
Nokia (Microsoft) Lumia 640 Xl Dual Sim Libre +,"65,00 €",https://es.wallapop.com/item/nokia-microsoft-lumia-640-xl-dual-sim-libre-729263468
NOKIA LUMIA 520,"89,00 €",https://es.wallapop.com/item/nokia-lumia-520-601011240
Nokia Lumina 520,"50,00 €",https://es.wallapop.com/item/nokia-lumina-520-740349974
Nokia Lumia 710,"9,00 €",https://es.wallapop.com/item/nokia-lumia-710-624366942
Nokia Lumia 530,"14,00 €",https://es.wallapop.com/item/nokia-lumia-530-451266440
Móvil Nokia Lumia 520,"1,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-558917957
Smartphone Nokia Lumia 535,"25,00 €",https://es.wallapop.com/item/smartphone-nokia-lumia-535-430263242
NOKIA LUMIA 520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-602350089
Lote de móviles,"7,99 €",https://es.wallapop.com/item/lote-de-moviles-973677810
TELÉFONO MÓVIL NOKIA 520,"10,00 €",https://es.wallapop.com/item/nokia-520-768560988
Nokia Lumia 610,"25,00 €",https://es.wallapop.com/item/nokia-lumia-610-531429146
Nokia Lumia 625 libre funciona todo bien,"25,00 €",https://es.wallapop.com/item/nokia-lumia-625-libre-funciona-todo-bien-604456206
funda nokia lumia n925,"3,00 €",https://es.wallapop.com/item/funda-nokia-lumia-n925-650495222
Nokia Lumia 625 ¡ORANGE!,"30,00 €",https://es.wallapop.com/item/nokia-lumia-625-610868150
Nokia Lumia 650,"50,00 €",https://es.wallapop.com/item/nokia-lumia-650-604124011
Batería NOKIA BP-5T,"4,00 €",https://es.wallapop.com/item/bateria-nokia-bp-5t-739779595
Móvil Nokia Lumia 520,"25,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-586988761
Funda Lumia 1020,"25,00 €",https://es.wallapop.com/item/cover-lumia-1020-702569220
Nokia lumia 635,"1,00 €",https://es.wallapop.com/item/nokia-lumia-635-431159290
Movil Nokia lumia 530 con windows 8.1 update,"15,00 €",https://es.wallapop.com/item/movil-nokia-lumia-530-con-windows-8-1-update-461674815
Movil Nokia Lumia 610 NFC,"11,00 €",https://es.wallapop.com/item/movil-nokia-lumia-610-nfc-695430492
móvil Nokia,"50,00 €",https://es.wallapop.com/item/movil-nokia-621367448
4 fundas de piel para teléfonos móviles,"6,00 €",https://es.wallapop.com/item/set-4-custodie-in-pelle-per-cellulare-899620961
Nokia lumia 520,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-197973511
TLF NOKIA LUMIA 520,"20,00 €",https://es.wallapop.com/item/tlf-nokia-lumia-520-339187966
Nokia Lumia 520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-273675887
Nokia,"15,00 €",https://es.wallapop.com/item/nokia-lumia-818380478
Nokia Lumia 635,"30,00 €",https://es.wallapop.com/item/nokia-lumia-635-472099432
nokia lumia para compañia vodafone,"10,00 €",https://es.wallapop.com/item/nokia-lumia-para-compania-vodafone-418113514
Nokia Lumia,"35,00 €",https://es.wallapop.com/item/nokia-lumia-303205726
Nokia Lumia 925,"30,00 €",https://es.wallapop.com/item/nokia-lumia-925-606389307
Nokia Lumia 530,"40,00 €",https://es.wallapop.com/item/nokia-lumia-530-600584039
Funda con tapa Movil,"8,00 €",https://es.wallapop.com/item/funda-con-tapa-movil-819220662
FUNDA PARA MOVIL NOKIA LUMIA 435,"2,00 €",https://es.wallapop.com/item/funda-para-movil-nokia-lumia-435-502874409
Móvil Nokia lumia,"20,00 €",https://es.wallapop.com/item/movil-nokia-lumia-466816656
Mobil Nokia Lumia 800,"20,00 €",https://es.wallapop.com/item/mobil-nokia-lumia-800-519306706
Teléfono Nokia Lumia 710,"10,00 €",https://es.wallapop.com/item/nokia-lumia-710-569264809
NOKIA LUMIA 640XL,"25,00 €",https://es.wallapop.com/item/nokia-lumia-640xl-479238083
NOKIA LUMIA 930 LIBRE,"160,00 €",https://es.wallapop.com/item/nokia-lumia-930-libre-205073094
Se vende Nokia,"40,00 €",https://es.wallapop.com/item/se-vende-nokia-730822423
Nokia Lumia 635,"20,00 €",https://es.wallapop.com/item/nokia-lumia-635-204958739
Moviles Nokia Lumia 520,"35,00 €",https://es.wallapop.com/item/moviles-nokia-lumia-520-386194518
Nokia Lumia 925 16Gb,"30,00 €",https://es.wallapop.com/item/nokia-lumia-925-16gb-555627517
teléfono móvil,"15,00 €",https://es.wallapop.com/item/cellulare-848679310
Funda Nokia Lumia 640,"3,00 €",https://es.wallapop.com/item/funda-nokia-lumia-640-590307976
Móvil Nokia,"60,00 €",https://es.wallapop.com/item/movil-nokia-625236854
Nokia Lumia 520,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-363022137
smartphone Nokia,"20,00 €",https://es.wallapop.com/item/smartphone-nokia-466382530
Nokia lumia 820,"40,00 €",https://es.wallapop.com/item/nokia-lumia-820-318992850
batería nokia lumia 640,"10,00 €",https://es.wallapop.com/item/bateria-lumia-640-187279740
Digitalizador Nokia Lumia 510 N510,"5,00 €",https://es.wallapop.com/item/digitalizador-nokia-lumia-510-n510-650644534
Dos IPhones 4 y 5 y un Nokia para piezas el Nokia,"10,00 €",https://es.wallapop.com/item/dos-iphones-4-y-5-y-un-nokia-para-piezas-el-nokia-782969931
Nokia antiguos,"10,00 €",https://es.wallapop.com/item/nokia-antiguos-699464826
Funda móvil NOKIA Lumia 535,"2,00 €",https://es.wallapop.com/item/funda-movil-575942539
NOKIA LUMIA 800,"30,00 €",https://es.wallapop.com/item/nokia-lumia-800-449137439
Nokia Lumia 635,"20,00 €",https://es.wallapop.com/item/nokia-lumia-635-480239799
Funda Nokia Lumia 830,"5,00 €",https://es.wallapop.com/item/funda-nokia-lumia-830-310011424
Movil Nokia Lumia 520,"10,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-187082265
NOKIA LUMIA 625 PANTALLA ROTA,"9,99 €",https://es.wallapop.com/item/nokia-lumia-625-pantalla-rota-503658169
Nokia lumia 530,"15,00 €",https://es.wallapop.com/item/nokia-lumia-530-451576825
nokia lumia 920,"40,00 €",https://es.wallapop.com/item/nokia-lumia-920-282485538
nokia lumia 830,"15,00 €",https://es.wallapop.com/item/nokia-lumia-830-274344822
Lumia 530 disípese en buen estado,"6,50 €",https://es.wallapop.com/item/lumia-530-disipese-en-buen-estado-681196434
Funda Nokia Lumia 925,"2,00 €",https://es.wallapop.com/item/funda-nokia-lumia-925-389666899
nokia lumia,"30,00 €",https://es.wallapop.com/item/nokia-295268316
Windows Phone Nokia,"40,00 €",https://es.wallapop.com/item/windows-phone-nokia-668903056
Nokia lumia 530,"40,00 €",https://es.wallapop.com/item/nokia-lumia-530-167574243
Nokia Lumia 520,"45,00 €",https://es.wallapop.com/item/nokia-lumia-520-52578086
celular,"300,00 €",https://es.wallapop.com/item/cellulare-705812127
nokia windows,"10,00 €",https://es.wallapop.com/item/nokia-windows-457206673
Nokia Lumia 800,"30,00 €",https://es.wallapop.com/item/nokia-lumia-800-173148997
PROTECTOR DE PANTALLA NOKIA LUMIA 640 XL,"1,00 €",https://es.wallapop.com/item/protector-de-pantalla-nokia-lumia-640-xl-276646423
carcasa Nokia Lumia 550.,"15,00 €",https://es.wallapop.com/item/carcasa-nokia-lumia-550-307729921
Nokia Lumia 635,"43,00 €",https://es.wallapop.com/item/nokia-lumia-635-265041492
nokia lumia,"10,00 €",https://es.wallapop.com/item/nokia-lumia-349199170
Nokia Lumia 635 libre,"45,00 €",https://es.wallapop.com/item/nokia-lumia-635-libre-316927645
Funda para teléfono,"6,00 €",https://es.wallapop.com/item/cover-per-cellulare-879013370
Bateria Original NOKIA BL-4J,"10,00 €",https://es.wallapop.com/item/bateria-original-nokia-bl-4j-857274776
Nokia 520,"8,00 €",https://es.wallapop.com/item/nokia-520-518253695
Nokia lumia 635,"60,00 €",https://es.wallapop.com/item/nokia-lumia-635-229650200
Nokia lumia 635,"58,00 €",https://es.wallapop.com/item/nokia-lumia-635-238395289
Carcasas para Nokia Lumia 710,"5,00 €",https://es.wallapop.com/item/carcasas-para-nokia-lumia-710-94260327
Nokia Lumia 520,"38,00 €",https://es.wallapop.com/item/nokia-lumia-520-255788472
Nokia Bl-5J,"20,00 €",https://es.wallapop.com/item/nokia-bl-5j-709696730
Bloque de piezas de repuesto para teléfonos móviles NUEVOS,"10,00 €",https://es.wallapop.com/item/blocco-ricambi-per-cellulari-nuovi-907550347
pantallas nokia lumia 520 y 620,"10,00 €",https://es.wallapop.com/item/pantallas-nokia-lumia-520-y-620-176178250
Nokia 520,"15,00 €",https://es.wallapop.com/item/nokia-520-477110829
Nokia Lumia 610 // Vodafone,"7,99 €",https://es.wallapop.com/item/nokia-610-306632595
Nokia lumia 635,"40,00 €",https://es.wallapop.com/item/nokia-lumia-635-133426099
Carcasa nokia lumia 620 nueva,"3,00 €",https://es.wallapop.com/item/carcasa-nokia-lumia-620-nueva-480646545
protector de pantalla,"3,00 €",https://es.wallapop.com/item/protector-de-pantalla-813756235
Nokia lumia 530,"40,00 €",https://es.wallapop.com/item/nokia-lumia-530-187871694
Nokia Lumia 520 Nuevo.,"40,00 €",https://es.wallapop.com/item/nokia-lumia-520-nuevo-58882404
Botones del Nokia Lumia 520 630 710 635 930 620,"3,00 €",https://es.wallapop.com/item/botones-del-nokia-lumia-520-630-710-635-930-620-586728620
Nokia Lumia 520,"40,00 €",https://es.wallapop.com/item/movil-147079374
Nokia lumia 520,"40,00 €",https://es.wallapop.com/item/nokia-lumia-520-162133742
Caja Nokia Lumia 950,"5,00 €",https://es.wallapop.com/item/caja-nokia-lumia-950-234421137
Nokia lumia 520,"15,00 €",https://es.wallapop.com/item/nokia-lumia-520-129383261
NOKIA LUMIA 520 de Vodafone,"65,00 €",https://es.wallapop.com/item/nokia-lumia-520-de-vodafone-82008265
Nokia lumia 625 (Amarillo),"25,00 €",https://es.wallapop.com/item/nokia-lumia-625-amarillo-38306300
Telefono Nokia Lumia N610,"15,00 €",https://es.wallapop.com/item/telefono-nokia-lumia-n610-61286599
LUMIA 900 + Office,"150,00 €",https://es.wallapop.com/item/lumia-900-office-504501661
Movil nokia lumia 635,"8,00 €",https://es.wallapop.com/item/movil-nokia-lumia-635-140716514
Nokia Lumia 925 MoviStar cambiar batería.,"25,00 €",https://es.wallapop.com/item/nokia-lumia-925-movistar-361698794
nokia lumia710,"35,00 €",https://es.wallapop.com/item/nokia-lumia710-300172604
Nokia Lumia 925,"10,00 €",https://es.wallapop.com/item/nokia-lumia-925-277605281
Lumia 1320 Gran Pantalla,"89,00 €",https://es.wallapop.com/item/lumia-1320-gran-pantalla-515879985
Nokia Lumia 635,"40,00 €",https://es.wallapop.com/item/nokia-lumia-635-86024057
Nokia Lumia 520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-120781918
Nokia lumia 520,"36,00 €",https://es.wallapop.com/item/nokia-lumia-520-150134829
Vendo fundas para Nokia Lumia 520,"1,00 €",https://es.wallapop.com/item/vendo-movil-nokia-l7mia-520-y-2-fundas-363805065
"Funda móvil Nokia Lumia 925,","5,00 €",https://es.wallapop.com/item/funda-movil-nokia-lumia-925-149818869
Nokia Lumia 635 4G libre,"42,00 €",https://es.wallapop.com/item/nokia-lumia-635-4g-libre-87063104
Nokia Lumia 625 Windows phone,"50,00 €",https://es.wallapop.com/item/nokia-lumia-625-windows-phone-410160445
NOKIA 520,"10,00 €",https://es.wallapop.com/item/nokia-520-501173352
"Lote 6 Móvil Nokia Lumia, Samsung Htc, Alcatel, VF","50,00 €",https://es.wallapop.com/item/movil-nokia-lumia-samsung-htc-y-alcatel-549460072
Carcasa Lumia 625,"6,00 €",https://es.wallapop.com/item/carcasa-lumia-625-333527997
Módulo trasero.,"3,00 €",https://es.wallapop.com/item/modulo-trasero-659900958
NOKIA LUMIA 635,"60,00 €",https://es.wallapop.com/item/nokia-lumia-635-122805656
Funda movil nokia lumia 630,"7,95 €",https://es.wallapop.com/item/funda-movil-nokia-lumia-630-45357339
Móvil Nokia Lumia 520 sin estrenar,"25,00 €",https://es.wallapop.com/item/movil-nokia-lumia-520-126866817
Nokia Lumia 625,"40,00 €",https://es.wallapop.com/item/nokia-lumia-625-51905583
